BK_SOURCE,BK_DEBIT_CREDIT,BK_SOURCE,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_ECONOMIC_UNIT,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_ENTRY,,
"Ledger C, 1790 - 1799: pg.27",Credit,Right,,,9,By a Cok pd him,,1.10.0 [Pennsylvania currency],,,,,,,9 April 1797,Cash,1,10,0,,,By a Cok paid him,,
"Ledger C, 1790 - 1799: pg.27",Credit,Right,,,12,By freight of a Boat &c from Phila,,7.14.6 [Pennsylvania currency],,,,,,,12 April 1797,Cash,7,14,6,,,By freight of a Boat &c from Philadelphia,,
"Ledger C, 1790 - 1799: pg.27",Credit,Right,,,17,By Miss E. Custis expences to GeoTown,,[0].12.0 [Pennsylvania currency],,,,,,,17 April 1797,Cash,0,12,0,,,By Miss Eleanor Custis expenses to GeorgeTown,,
"Ledger C, 1790 - 1799: pg.27",Credit,Right,,,“,By 4 lb of Glue 6/. Repairing boots 6/.,,[0].13.0 [Pennsylvania currency],,,,,,,17 April 1797,Cash,0,13,0,,,By 4 pounds of Glue 6 shillings. Repairing boots 6 shillings.,,
"Ledger C, 1790 - 1799: pg.27",Credit,Right,,,,[Total],,£17.6.3 [Pennsylvania currency],,,,,57,71,,Cash,17,6,3,57,71,[Total],,
"Ledger C, 1790 - 1799: pg.27",Credit,Right,,,,Carrd over,,,,,,,$9302,94,,Cash,,,,9302,94,Carried over,,
"Ledger C, 1790 - 1799: pg.28",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.28",Debit,Left,,,,To Amount Brought over,Folo,,,,,,Dolls $24012,Cts 84,,Cash,,,,24012,84,To Amount Brought over,,
"Ledger C, 1790 - 1799: pg.28",Debit,Left,,,,Carrd over,,,,,,,$24012,84,,Cash,,,,24012,84,Carried over,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,By Amount Brought over,Folo,,,,,,Dolls. 9302,Cents 94,,Cash,,,,9302,94,By Amount Brought over,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,1797,Apl,17,By Landon Carter Esqr pd him for peas &c,,,,,,,,,17 April 1797,Cash,,,,,,By Landon Carter Esquire paid him for peas &c,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,21,By Alexander Smith pd him pr Rects,,£40.12.[0],,,,,,,21 April 1797,Cash,40,12,0,,,By Alexander Smith paid him per Receipts,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,By 2 painters gave them,,[0].18.[0],,,,,,,21 April 1797,Cash,0,18,0,,,By 2 painters gave them,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,22,By Patrick MCarty in full for masonary done,,13.10.[0],,,,,,,22 April 1797,Cash,13,10,0,,,By Patrick McCarty in full for masonary done,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,23,By Servants Exps to George Town,,[0].4.6,,,,,,,23 April 1797,Cash,0,4,6,,,By Servants Expenses to George Town,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,24,By 192 bus. Oyster Shells,,4.12.2,,,,,,,24 April 1797,Cash,4,12,2,,,By 192 bushels Oyster Shells,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,[Total],,£59.16.8,,,,,199,44,,Cash,59,16,8,199,44,[Total],,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,May,1,By Freight of a Lustre from Phila,,£[0].3.0,,,,,,,1 May 1797,Cash,0,3,0,,,By Freight of a Lustre from Philadelphia,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,By 4 bottles claret 18/. 6 yd Oil cloth 18/,,1.16.0,,,,,,,1 May 1797,Cash,1,16,0,,,By 4 bottles claret 18 shillings. 6 yards Oil cloth 18 shillings,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,By duties on Goods from Liverpool,,,,,,,47,87,1 May 1797,Cash,,,,47,87,By duties on Goods from Liverpool,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,By 60 Yds Carpeting,,16.12.6,,,,,,,1 May 1797,Cash,16,12,6,,,By 60 Yards Carpeting,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,By 1 bead plain Iron,,[0].4.0,,,,,,,1 May 1797,Cash,0,4,0,,,By 1 bead plain Iron,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,3,By McLeod & Lumsden as pr a/c & rect,,37.17.10,,,,,,,3 May 1797,Cash,37,17,10,,,By McLeod & Lumsden as per account & receipt,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,“,By Mrs Harriet Parks gave her,,14.0.0,,,,,,,3 May 1797,Cash,14,0,0,,,By Mrs Harriet [Washington] Parks gave her,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,4,By Mr James Anderson to be accd for,,,,,,,230,“,4 May 1797,Cash,,,,230,0,By Mr James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,5,By Wm Harris paid him for paper hangings,,13.13.6,,,,,,,5 May 1797,Cash,13,13,6,,,By William Harris paid him for paper hangings,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,By Jno. Hubball pd him in full the balance of his Account,,22.16.0,,,,,,,5 May 1797,Cash,22,16,0,,,By John Hubball paid him in full the balance of his Account,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,"he having recd besides, Whiskey fish & salt £8.12.6 &ca beef £2.3.6 which was deld him by Mr Anderson",,,,,,,,,5 May 1797,Cash,,,,,,"he having received besides, Whiskey fish & salt £8.12.6 &ca beef £2.3.6 which was delivered him by Mr [James] Anderson",,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,In the above is included magester's a/c in full to the 4th of may,,£11.9.6,,,,,,,5 May 1797,Cash,11,9,6,,,In the above is included magester's account in full to the 4th of may,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,7,By George W. Custis to bear his Exps to Rineston,,9.0.0,,,,,,,7 May 1797,Cash,9,0,0,,,By George Washington Custis to bear his Expenses to Rineston,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,“,By do gave him for Pocket money,,6.0.0,,,,,,,7 May 1797,Cash,6,0,0,,,By George Washington Custis gave him for Pocket money,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,“,By Circus exps going to George Town,,[0].2.3,,,,,,,7 May 1797,Cash,0,2,3,,,By Cirus expenses going to George Town,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,8,By Mrs Washington for Pocket money,,20.0.0,,,,,,,8 May 1797,Cash,20,0,0,,,By Mrs Washington for Pocket money,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,“,By exps to George Town with the Carriage,,11.14.6,,,,,,,8 May 1797,Cash,11,14,6,,,By expenses to George Town with the Carriage,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,10,By Charity,,[0].6.0,,,,,,,10 May 1797,Cash,0,6,0,,,By Charity,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,12,By Miss E. Custis for Pocket money,,6.0.0,,,,,,,12 May 1797,Cash,6,0,0,,,By Miss Eleanor Custis for Pocket money,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,18,By Wm Batten pd him for 218 ½ bus. Oyster Shells and 2 ½ bus. Oysters,,5.10.0,,,,,,,18 May 1797,Cash,5,10,0,,,By William Batten paid him for 218 ½ bushels Oyster Shells and 2 ½ bushels Oysters,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,[Total],or,Va Curry £154.15.7,,,,,515,93,,Cash,154,15,7,515,93,[Total] Virginia Currency,,
"Ledger C, 1790 - 1799: pg.28",Credit,Right,,,,Carrd over,,,,,,,$10296,18,,Cash,,,,10296,18,Carried over,,
"Ledger C, 1790 - 1799: pg.29",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.29",Debit,Left,1797,,,To Amount Brought over,,,,,,,Dolls. 24012,Cts 84,1797,Cash,,,,24012,84,To Amount Brought over,,
"Ledger C, 1790 - 1799: pg.29",Debit,Left,,,,,,,,,,,$24012,84,,Cash,,,,24012,84,,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,1797,,,By Amount Brought over,Folo,,,,,,Dolls. 10296,Cents 18,1797,Cash,,,,10296,18,By Amount Brought over,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,May,20,By sundry small sum pd away,,£0.6.00,,,,,,,20 May 1797,Cash,0,6,0,,,By sundry small sum paid away,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,26,By Charity,,0.9.00,,,,,,,26 May 1797,Cash,0,9,0,,,By Charity,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,June,3,By Mrs Washington gave for family exps,,7.10.00,,,,,,,3 June 1797,Cash,7,10,0,,,By Mrs Washington gave for family expenses,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,6,By Repairing my clock,,[0].9.00,,,,,,,6 June 1797,Cash,0,9,0,,,By Repairing my clock,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,8,By fruit 48/ Watch Key 2/,,2.1.00,,,,,,,8 June 1797,Cash,2,15,0,,,By fruit 48 shillings Watch Key 2 shillings,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,9,By Mrs Washington for Pocket money,,15.0.00,,,,,,,9 June 1797,Cash,15,0,0,,,By Mrs Washington for Pocket money,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,10,By Saunders Read pd him on a/c of paintg,,6..00,,,,,,,10 June 1797,Cash,6,0,0,,,By Saunders Read paid him on account of painting,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,“,By James Anderson to be accd for,,78.9.11½,,,,,,,10 June 1797,Cash,78,9,"11,5",,,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,“,By Charity gave away at Sundry times,,8.4.00,,,,,,,10 June 1797,Cash,8,4,0,,,By Charity gave away at Sundry times,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,16,By Tobias Lear lent him as p. Rect,,300.6.00,,,,,,,16 June 1797,Cash,300,6,0,,,By Tobias Lear lent him as per Receipt,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,18,By Charles Meunier pd him his wages as House Stewart,,19.1.0,,,,,,,18 June 1797,Cash,19,15,0,,,By Charles Meunier paid him his wages as House Stewart,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,“,By do gave him as a present,,2.0.00,,,,,,,18 June 1797,Cash,2,0,0,,,By Charles Meunier gave him as a present,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,19,By Jno. Tompkins pd him for 400 bush. Oyster Shells,,4..00,,,,,,,19 June 1797,Cash,1,5,0,,,By Johnathan Tompkins paid him for 400 bushels Oyster Shells,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,“,By Charity,,1.12.00,,,,,,,19 June 1797,Cash,1,12,0,,,By Charity,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,24,"By Mr Thralkild paid him by the hands of Mr Thos Peter for an English Bull, Cow, & calf",,90.0.00,,,,,,,24 June 1797,Cash,90,0,0,,,"By Mr [John Threlkeld] paid him by the hands of Mr Thomas Peter for an English Bull, Cow, & Calf",,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,28,By Charity at different times,,[0].18.00,,,,,,,28 June 1797,Cash,0,18,0,,,By Charity at different times,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,29,By my property &  on [blank space] street Alexa,,104.7.6,,,,,,,29 June 1797,Cash,104,7,6,,,By my property &  on [blank space] street Alexandria,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,,By John Hubball pd him on a/c of work Done,,10.10.00,,,,,,,29 June 1797,Cash,10,10,0,,,By John Hubball paid him on account of work done,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,30,By Taxes pd the Sheriff of Fairfax County,,14.13.00,,,,,,,30 June 1797,Cash,14,13,0,,,By Taxes paid the Sheriff of Fairfax County,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,“,By Charity,,[0].1.00,,,,,,,30 June 1797,Cash,0,13,0,,,By Charity,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,July,5,By Doctr James Kennedy pd him in full for paints oil &c. to this date,,131.18.00,,,,,,,5 July 1797,Cash,131,18,0,,,By Doctor James Kennedy paid him in full for paints oil &c. to this date,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,10,By James Anderson to be accd for,,15.0.00,,,,,,,10 July 1797,Cash,15,0,0,,,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,“,By Charity,,[0].15.00,,,,,,,10 July 1797,Cash,0,15,0,,,By Charity,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,12,By Wm Batten pd him for 204 bus. Shells,,4..00,,,,,,,12 July 1797,Cash,4,1,0,,,By William Batten paid him for 204 bushels Shells,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,13,By Jno. Tompkins pd him for 274 do,,6,,,,,,,13 July 1797,Cash,6,13,0,,,By Johnathan Tompkins paid him for 274 bushels Shells,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,14,By Saunders Read pd him on a/c of paintg,,1.1.00,,,,,,,14 July 1797,Cash,1,12,0,,,By Saunders Read paid him on account of painting,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,x,16,By 5 Galls honey bought of Isaac @ 10/,,2.10.00,,,,,,,16 July 1797,Cash,2,10,0,,,By 5 Gallons honey bought of Isaac at 10 shillings,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,x,,By 6 do of Sambo do,,3.0.00,,,,,,,16 July 1797,Cash,3,0,0,,,By 6 Gallons honey of Sambo at 10 shillings,,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,,[Total],or,Va Cy £.0 ½,,,,,2595,68,,Cash,728,16,"0,5",2595,68,[Total],,
"Ledger C, 1790 - 1799: pg.29",Credit,Right,,,,carrd over,,,,,,,$12891,86,,Cash,,,,12891,86,carried over,,
"Ledger C, 1790 - 1799: pg.30",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.30",Debit,Left,1797,,,To Amount Brought over,Folo,,,,,,Dolls. 24012,Cts 84,1797,Cash,,,,24012,84,To Amount Brought over,,
"Ledger C, 1790 - 1799: pg.30",Debit,Left,,,,Carrd over,,,,,,,24012,84,,Cash,,,,24012,84,Carried Over,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,1797,,,By Amount Brought over,Folo,,,,,,Dolls. 12891,Cts 86,17 July 1797,Cash,,,,12891,86,By Amount Brought over,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,July,17,By a Lock &c,,£0.2.6,,,,,,,17 July 1797,Cash,0,2,6,,,By a Lock &c,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,19,By exps on a Trip to the great falls by way of George Town,,1.19.7,,,,,,,19 July 1797,Cash,1,19,7,,,By expenses on a Trip to the great falls by way of George Town,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,20,By Charity,,[0].3.0,,,,,,,26 July 1797,Cash,0,3,0,,,By Charity,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,22,By James Anderson to be accd for,,15.0.0,,,,,,,22 July 1797,Cash,15,0,0,,,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,26,By Jno. Fagan pd him in full of all accts & for his passage to Phila,,22.10.0,,,,,,,26 July 1797,Cash,22,10,0,,,By John Fagan paid him in full of all accounts & for his passage to Philadelphia,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,“,By Mrs Washington for house exps,,15.0.0,,,,,,,26 July 1797,Cash,15,0,0,,,By Mrs Washington for house expenses,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,“,By Charity,,[0].12.0,,,,,,,26 July 1797,Cash,0,12,0,,,By Charity,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,Augt,3,By Saunders Read pd him in full of all accts,,12.18.0,,,,,,,3 August 1797,Cash,12,18,0,,,By Saunders Read paid him in full of all accounts,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,x,6,By Wm Booker pd him for erecting a threshing machine,,12.0.0,,,,,,,6 August 1797,Cash,12,0,0,,,By William Booker paid him for erecting a threshing machine,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,x,,— which was £4.10 more than he demanded,,,,,,,,,6 August 1797,Cash,,,,,,— which was £4.10 more than he demanded,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,7,By Miss Pollard pd her by the hands of Doctr Stuart for making Shirts for me,,6.0.0,,,,,,,7 August 1797,Cash,6,0,0,,,By Miss Pollard paid her by the hands of Doctor Stuart for making Shirts for me,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,,By exps to George Town to attend the meeting of the Potomac Company,,1.16.3,,,,,,,7 August 1797,Cash,1,16,3,,,By expenses to George Town to attend the meeting of the Potomac Company,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,15,By Charity at different times,,1.9.0,,,,,,,15 August 1797,Cash,1,9,0,,,By Charity at different times,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,17,By paper hangings 20/. Cutting hair 6/. Servts 3/.,,1.9.0,,,,,,,17 August 1797,Cash,1,9,0,,,By paper hangings 20 shillings. Cutting hair 6 shillings. Servants 3 shillings.,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,18,By 216 bus. Oyster Shells,,5.4.0,,,,,,,18 August 1797,Cash,5,4,0,,,By 216 bushels Oyster Shells,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,“,By the Estate of Jno. P. Custis pd Doctor Stuart for the hire of Peter Hardiman one year,8,12.0.0,,,,,,,18 August 1797,Cash,12,0,0,,,By the Estate of John Parke Custis paid Doctor Stuart for the hire of Peter Hardiman one year,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,23,By the Cook who worked here 12/. Sundries given away 6/,,[0].18.0,,,,,,,23 August 1797,Cash,0,18,0,,,By the Cook who worked here 12 shillings. Sundries given away 6 shillings,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,26,By Doctr Jas Craik pd his a/c in full,,228.15.0,,,,,,,26 August 1797,Cash,228,15,0,,,By Doctor James Craik paid his account in full,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,“,By Jas Anderson to be accd for,,15.0.0,,,,,,,26 August 1797,Cash,15,0,0,,,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,27,By Jno. Underwood on a/c of plastering,,1.4.0,,,,,,,27 August 1797,Cash,1,4,0,,,By John Underwood on account of plastering,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,x,29,By Geo. W. Custis sent to Doctr Smith President of Princeston College to pay his board schooling & other exps,,45.0.0,,,,,,,29 August 1797,Cash,45,0,0,,,By George Washigton Custis sent to Doctor Smith President of Princeston College to pay his board schooling & other expenses,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,“,By ditto sent him to bear his exps to Mount Vernon,,12.0.0,,,,,,,29 August 1797,Cash,12,0,0,,,By George Washington Custis sent him to bear his expenses to Mount Vernon,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,,[Total],or,Va Cy £411.0.4,,,,,1370,6,,Cash,411,0,4,1370,6,[Total] Virginia Currency,,
"Ledger C, 1790 - 1799: pg.30",Credit,Right,,,,Carrd over,,,,,,,$14261,92,,Cash,,,,14261,92,Carried over,,
"Ledger C, 1790 - 1799: pg.31",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.31",Debit,Left,1797,,,To Amount Brought over,Folo,,,,,,Dolls. 24012,Cts 84,1797,Cash,,,,24012,84,To Amount Brought over,,
"Ledger C, 1790 - 1799: pg.31",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.31",Credit,Right,1797,,,By Amount Brought over,Folo,,,,,,Dolls. 14261,Cents 92,1797,Cash,,,,14261,92,By Amount Brought over,,
"Ledger C, 1790 - 1799: pg.31",Credit,Right,,Augt,29,By repairing my Copying Press sent to Colo. Pickering in a Letter for that purpose,,£10.10.0,,,,,,,29 August 1797,Cash,10,10,0,,,By repairing my Copying Press sent to Colonel [Timothy] Pickering in a Letter for that purpose,,
"Ledger C, 1790 - 1799: pg.31",Credit,Right,,,31,By James Anderson to be accd for,,48.0.0,,,,,,,31 August 1797,Cash,48,0,0,,,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.31",Credit,Right,,x,,By John Anderson gave him for his services as Distiller &c,,7.10.0,,,,,,,31 August 1797,Cash,7,10,0,,,By John Anderson gave him for his services as Distiller &c,,
"Ledger C, 1790 - 1799: pg.31",Credit,Right,,,,[Total],or,Va Cy £66.0.0,,,,,220,“,,Cash,66,0,0,220,0,[Total] Virginia Currency,,
"Ledger C, 1790 - 1799: pg.32",Debit,Left,,,,,,,,,,,,,,"Biddle, Clement",,,,,,,,
"Ledger C, 1790 - 1799: pg.32",Debit,Left,1798,July,30th,To Balance brought from old Acct,Folo 19,,£,49,13,4,,,30 July 1798,"Biddle, Clement",49,13,4,,,To Balance brought from old Account,,
"Ledger C, 1790 - 1799: pg.32",Debit,Left,1798,Sepr,6,To an order on Colo. Pickering,,$200.[00],,,,,Dolls.,Cts,6 September 1798,"Biddle, Clement",,,,200,0,To an order on Colonel [Timothy] Pickering,,
"Ledger C, 1790 - 1799: pg.32",Debit,Left,,Octr,1,To Interest recd on my 3 & 6 p. Ct Stock,,"25,82",,,,,,,1 October 1798,"Biddle, Clement",,,,25,82,To Interest received on my 3 & 6 per Cent Stock,,
"Ledger C, 1790 - 1799: pg.32",Debit,Left,,Novr,29,To Cash recd this day from Doctr B.S. Barton being the amount of Cash which I lent him,,60.[00],,,,,,,29 November 1798,"Biddle, Clement",,,,60,0,To Cash received this day from Doctor Benjamin Smith Barton being the amount of Cash which I lent him,,
"Ledger C, 1790 - 1799: pg.32",Debit,Left,,Decr,24,To Cash paid you (included in a/c of Exps to Philada &c this date),50,,,,,,50,“,24 December 1798,"Biddle, Clement",,,,750,0,To Cash paid you (included in account of Expenses to Philadelphia &c this date),,
"Ledger C, 1790 - 1799: pg.32",Debit,Left,1799,Feby,18,To Cash remitted you,51,,,,,,100,“,18 February 1799,"Biddle, Clement",,,,100,0,To Cash remitted you,,
"Ledger C, 1790 - 1799: pg.32",Credit,Right,,,,,,,,,,,,,,"Biddle, Clement",,,,,,,,
"Ledger C, 1790 - 1799: pg.32",Credit,Right,1798,July,30,By error as p. Contra,,,£,49,13,4,,,30 July 1798,"Biddle, Clement",49,13,4,,,By error as per Contra,,
"Ledger C, 1790 - 1799: pg.32",Credit,Right,1798,July,30,By balance brot from old acct,19,,£,49,13,4,,,30 July 1798,"Biddle, Clement",49,13,4,,,By balance brought from old account,,
"Ledger C, 1790 - 1799: pg.32",Credit,Right,1798,Novr,30,By barrel Shellbark nuts,,,,,19,6,,,30 November 1798,"Biddle, Clement",0,19,6,,,By barrel Shellbark nuts,,
"Ledger C, 1790 - 1799: pg.33",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.33",Debit,Left,,,,"To Cash pd the several calls on 5 Shares, Subscribed for by me at £100 Stg each as pr Ledger B",,Stg £500,,,,,Dolls. 2222,Cts 22,,,,,,2222,22,"To Cash paid the several calls on 5 Shares, Subscribed for by me at £100 Sterling each as per Ledger B",,
"Ledger C, 1790 - 1799: pg.33",Debit,Left,1796,Apl,10th,To Tobias Lear bought by him for me 3 Shares at $450 each,,,,,,,1350,“,10 April 1796,,,,,1350,0,To Tobias Lear bought by him for me 3 Shares at $450 each,,
"Ledger C, 1790 - 1799: pg.33",Debit,Left,1797,May,12,To ditto recd from his as p. his a/c 15 Shares at $450 each,,,,,,,6750,“,12 May 1797,,,,,6750,0,To Tobias Lear received from his as per his a/c 15 Shares at $450 each,,
"Ledger C, 1790 - 1799: pg.33",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.34",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.34",Debit,Left,,,,To Cash paid the several calls on 5 Shares Subscribed for by me at £50 Sterlg each is £250,or,,,,,,Dolls. 1111,Cts 11,,,,,,1111,11,To Cash paid the several calls on 5 Shares Subscribed for by me at £50 Sterling each is £250,,
"Ledger C, 1790 - 1799: pg.34",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.35",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.35",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.36",Debit,Left,,,,,,,,,,,,,,Bank of Alexandria,,,,,,,,
"Ledger C, 1790 - 1799: pg.36",Debit,Left,1795,May,28,To Tobias Lear for 5 Shares bought for me at $200 each,,,,,,,Dolls. 1000,Cts,28 May 1795,Bank of Alexandria,,,,1000,0,To Tobias Lear for 5 Shares bought for me at $200 each,,
"Ledger C, 1790 - 1799: pg.36",Debit,Left,,Octr,10,"To ditto for 10 ditto, at $197 each",,,,,,,1970,,10 October 1795,Bank of Alexandria,,,,1970,0,"To Tobias Lear for 10 Shares bought for me, at $197 each",,
"Ledger C, 1790 - 1799: pg.36",Debit,Left,1796,,,To Wm Pearce for 10 ditto bought for me at $200 each,,,,,,,2000,,1796,Bank of Alexandria,,,,2000,0,To William Pearce for 10 Shares bought for me at $200 each,,
"Ledger C, 1790 - 1799: pg.36",Credit,Right,,,,,,,,,,,,,,Bank of Alexandria,,,,,,,,
"Ledger C, 1790 - 1799: pg.37",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.37",Debit,Left,1795,June,2d,To Tobias Lear for 100 Shares bought for me at $40 each,Folo,,,,,,Dolls. 4000,Cts,2 June 1795,,,,,4000,0,To Tobias Lear for 100 Shares bought for me at $40 each,,
"Ledger C, 1790 - 1799: pg.37",Debit,Left,1797,Feby,14,To Genl Henry Lee for 71 Shares recd of him on acct of Land sold him in the Dismal Swamp Company,59,,,,,,2800,,14 February 1797,,,,,2800,0,To General Henry Lee for 71 Shares received of him on account of Land sold him in the Dismal Swamp Company,,
"Ledger C, 1790 - 1799: pg.37",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger C, 1790 - 1799: pg.38",Debit,Left,,,,,,,,,,,,,,"Dunnington, George",,,,,,,,
"Ledger C, 1790 - 1799: pg.38",Debit,Left,1798,March,1,"To the amount of Rent for my Land in Charles County Maryland from 1789 to 1796 both years included at 2000 lbs Tobo pr Year, — which, with Interest, amounts to £325.14.1 Maryld Currency, as pr Statement, & for which I have Your Bond",Folo,,,,,,Dolls. 868,Cts 54,1 March 1798,"Dunnington, George",,,,868,54,"To the amount of Rent for my Land in Charles County Maryland from 1789 to 1796 both years included at 2000 pounds Tobacco per Year, — which, with Interest, amounts to £325.14.1 Maryland Currency, as per Statement, & for which I have Your Bond",,
