BK_SOURCE,BK_DEBIT_CREDIT,BK_SOURCE,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_ECONOMIC_UNIT,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_ENTRY,,
"Ledger B, 1772 - 1793: pg.232",Credit,Right,1787,Septr,1,By Majr Junifer for his 5th dividend on one share put into my hands in Philadelphia,,6.[0].[0],,8,,,,,1 September 1787,,8,,,,,By Major Junifer [Jenifer] for his 5th dividend on one share put into my hands in Philadelphia 6.[0].[0] [Sterling],,
"Ledger B, 1772 - 1793: pg.232",Credit,Right,,,,This acct settled by my payment of the several Instalments of one hundred pounds Sterlg on each Share—,,,,,,,,,,,,,,,,This account settled by my payment of the several Installments of one hundred pounds Sterling on each Share,,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,,,,,,,,,,,,,,"Freeman, Thomas",,,,,,,,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,1784,Septr,22,To Sundry Bonds & Notes due to me from divers persons which are in your hands as pr your rect of this day Amounting in Pensylvania Currency to £183.13.31/2,,,£,146,18,7 3/4,,,22 September 1784,"Freeman, Thomas",146,18,"7,75",,,To Sundry Bonds & Notes due to me from diverse persons which are in your hands as per your receipt of this day Amounting in Pennsylvania Currency to £183.13.3 1/2,,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,1786,Augt,17,To the Amount of Credit given me in your Acct this day rendered in Pensyla Curry £161.16.71/4,,,,129,9,3 1/2,,,17 August 1786,"Freeman, Thomas",129,9,"3,5",,,To the Amount of Credit given me in your Account this day rendered in Pennsylvania Currency  £161.16.7 1/4,,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,,,,To the Amount of outstanding Debts due to me in the western Country (in which are included several of the above Bonds) as pr your list this day rendered in Pensyla Curry £162.0.71/2,,,,129,12,6,,,17 August 1786,"Freeman, Thomas",129,12,6,,,To the Amount of outstanding Debts due to me in the western Country (in which are included several of the above Bonds) as per your list this day rendered in Pennsylvania Currency  £162.0.7 1/2,,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,,,,To 611/2 Bushs. Corn lent to sundy persons in exchange for wheat @ 11/2 for one to be return'd in Saml Jackson's Mill by the 1st of October,,,,,,,,,17 August 1786,"Freeman, Thomas",,,,,,To 61 1/2 Bushels Corn lent to sundry persons in exchange for wheat at 1 1/2 for one to be returned in Samuel Jackson's Mill by the 1st of October,,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,,,,To settlement,,,,213,12,7 1/2,,,,"Freeman, Thomas",213,12,"7,5",,,To settlement,,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,,,,[Total],,,,609,13, 3/4,,,,"Freeman, Thomas",609,13,"0,75",,,[Total],,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.233",Debit,Left,1793,Jany,29,"To a bill of exchange for 2310 Guilders, Holld Currency, drawn by George Meade on Henry Gildermeester of Amsterdam, in favor of Nicholas Van Staphorst, the Amot of which Mr Van Staphorst was requested to hold subject to the order of Madme Lafayette; who was at the same time written to informing her thereof— Amot 200 Guineas.",,,,,,,,,29 January 1793,,,,,,,"To a bill of exchange for 2310 Guilders, Holland Currency, drawn by George Meade on Henry Gildermeester of Amsterdam, in favor of Nicholas Van Staphorst, the Amount of which Mr Van Staphorst was requested to hold subject to the order of Madame Lafayette; who was at the same time written to informing her thereof – Amount 200 Guineas.",,
"Ledger B, 1772 - 1793: pg.233",Credit,Right,,,,,,,,,,,,,,"Freeman, Thomas",,,,,,,,
"Ledger B, 1772 - 1793: pg.233",Credit,Right,1786,Augt,17,By the Amot of your Acct this day rendered in,,Pensya Curry £179.6.7 1/2,£,143,9,3 1/4,,,17 August 1786,"Freeman, Thomas",143,9,"3,25",,,By the Amount of your Account this day rendered in Pennsylvania Currency £179.6.7 1/2,,
"Ledger B, 1772 - 1793: pg.233",Credit,Right,,Decr,28,By Cash recd of you pr Mr Lear,,36.15.6,,29,8,5,,,28 December 1786,"Freeman, Thomas",29,8,5,,,By Cash received of you per Mr Lear  36.15.6,,
"Ledger B, 1772 - 1793: pg.233",Credit,Right,,,,By Do pd by you to Mr Smith on Acct of objectments [ejectments] brot by Colo. Jno. A. Washingn in Fayette Court,,12.0.0,,9,12,0,,,28 December 1786,"Freeman, Thomas",9,12,0,,,By Cash paid by you to Mr Smith on Account of objectments [ejectments] brought by Colonel John Augustine Washington in Fayette County  12.0.0,,
"Ledger B, 1772 - 1793: pg.233",Credit,Right,1787,May,12,"By Bonds & Notes put into the hands of Thomas Smith Esqr. to recover for me, being given for effects sold & rent due from my Estate in Fayette County, Pensylvania  £533.19.0 Pensya Currency",,,,427,3,4 1/2,,,12 May 1787,"Freeman, Thomas",427,3,"4,5",,,"By Bonds & Notes put into the hands of Thomas Smith Esquire to recover for me, being given for effects sold & rent due from my Estate in Fayette County, Pennsylvania  £533.19.0 Pennsylvania Currency",,
"Ledger B, 1772 - 1793: pg.233",Credit,Right,,,,[Total],,,,609,13, 3/4,,,,"Freeman, Thomas",609,13,"0,75",,,[Total],,
"Ledger B, 1772 - 1793: pg.233",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.233",Credit,Right,1786,October,,"By one Jack-Ass and two Jennetts [Jennys] sent to me by you, from the Island of Malta",,,,,,,,,October 1786,,,,,,,"By one Jackass and two Jennetts [Jennys] sent to me by you, from the Island of Malta",,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,,,,,,,,,,,"Welch, Wakelin",,,,,,,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,1785,Jany,13,"To my interest remaining in the Bank of England after you had sold as much as would discharge my debt to you, as appears by yr letter of this date — Making the residue subject to my Orders",,Sterlg £500.[0].[0],,,,,,,13 January 1785,"Welch, Wakelin",500,0,0,,,"To my interest remaining in the Bank of England after you had sold as much as would discharge my debt to you, as appears by your letter of this date — Making the residue subject to my Orders",,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,1787,March,7,To the sale of the above £500 Bank Stock in Novr last as appears by your letter of this date @ £146 per Ct 230.[0].[0],,,,,,,,,7 March 1787,"Welch, Wakelin",230,,,,,To the sale of the above £500 Bank Stock in November last as appears by your letter of this date at £146 per Cent,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,Deduct Charges on Transfer & Brokers Commission 1.4.6,,,,,,,,,7 February 1787,"Welch, Wakelin",1,4,6,,,Deduct Charges on Transfer & Brokers Commission.,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,[Total],,228.15.6,,,,,,,,"Welch, Wakelin",228,15,6,,,[Total],,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,1786,October,12,To 6 Mos Dividend on £500 Bank Stock due Michaelmas,,15.0.0,,,,,,,12 October 1786,"Welch, Wakelin",15,0,0,,,To 6 Months Dividend on £500 Bank Stock due Michaelmas,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,[Total],,£743.15.6,,,,,,,,"Welch, Wakelin",743,15,6,,,[Total],,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,N.B. This last charge is out of its regular order owing to its not being known till on inspection of Mr Welches Accts shewed it,,,,,,,,,12 October 1786,"Welch, Wakelin",,,,,,Nota Bene. This last charge is out of its regular order owing to its not being known until an inspection of Mr Welch's Accounts showed it,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,New Acct,302,,,,,,,,,"Welch, Wakelin",,,,,,New Account,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,,,,,,,,,,,"Walker, Richard Burnet",,,,,,,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,1786,Augt,29,To 100  of Midlings @ 15/,,,,,15,,,,29 August 1786,"Walker, Richard Burnet",,15,,,,To 100 barrels of Middlings at 15 shillings,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,Octr,21,To Cash pd you on Acct 10 Dollars,,,,3,,,,,21 October 1786,"Walker, Richard Burnet",3,,,,,To Cash paid you on Account 10 Dollars,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,Decr,30,To 300 lbs. Pork deld you @ 20/ pr Ct,,,,3,,,,,30 December 1786,"Walker, Richard Burnet",3,,,,,To 300 pounds Pork delivered you at 20 shillings per Cent,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,To 1/2 Bushl Salt,,,,,,9,,,30 December 1786,"Walker, Richard Burnet",,,9,,,To 1/2 Bushel Salt,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,To your Acct from the Mill book exclusive of the above 100 lb. of Midlings,,,,,13,6,,,30 December 1786,"Walker, Richard Burnet",,13,6,,,To your Account from the Mill book exclusive of the above 100 pounds of Middlings,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,1787,Jany,11,To Cash pd you on Acct of wages,,,,6,,,,,11 January 1787,"Walker, Richard Burnet",6,,,,,To Cash paid you on Account of wages,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,April,4,To Cash pd you on Acct of wages,,,,6,,,,,4 April 1787,"Walker, Richard Burnet",6,,,,,To Cash paid you on Account of wages,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,To 3000 Herrings  @ 5/,,,,,15,,,,4 April 1787,"Walker, Richard Burnet",,15,,,,To 3000 Herrings at 5 shillings,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,July,21,To Cash pd you on acct of wages,247,,,1,4,0,,,21 July 1787,"Walker, Richard Burnet",1,4,0,,,To Cash paid you on account of wages,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,Augt,15,To ditto pd you on acct of ditto,248,,,6,0,0,,,15 August 1787,"Walker, Richard Burnet",6,0,0,,,To Cash paid you on account of wages,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,4th,To your acct from the Mill book to this date,,,,2,5,0,,,4 August 1787,"Walker, Richard Burnet",2,5,0,,,To your account from the Mill book to this date,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,Novr,1,To your acct of work done for you by the Taylor & Shoemr,,,,3,5,0,,,1 November 1787,"Walker, Richard Burnet",3,5,0,,,To your account of work done for you by the Tailor & Shoemaker,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,17,To Cash pd you on acct of wages,256,,,4,16,0,,,17 November 1787,"Walker, Richard Burnet",4,16,0,,,To Cash paid you on account of wages,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,Decr,19,To 252 lb. Pork  @ 20/,,,,2,10,5,,,19 December 1787,"Walker, Richard Burnet",2,10,5,,,To 252 pounds Pork at 20 shillings,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,31,To work done for you by my Shoemr since Novr 1st,,,,0,2,0,,,31 December 1787,"Walker, Richard Burnet",0,2,0,,,To work done for you by my Shoemaker since November 1st,,
"Ledger B, 1772 - 1793: pg.234",Debit,Left,,,,Carried forward to,252,,£,40,6,0,,,,"Walker, Richard Burnet",40,6,0,,,Carried forward to,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,,,,,,,,,,,"Welch, Wakelin",,,,,,,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,1786,Feby,27,By a Gold Watch & Paper hangings as pr Invoice,,Sterlg £85.14.6,,,,,,,27 February 1786,"Welch, Wakelin",85,14,6,,,By a Gold Watch & Paper hangings as per Invoice,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,By my Bill in favr of Mr Rumney for,,50.[0].[0],,,,,,,27 February 1786,"Welch, Wakelin",50,,,,,By my Bill in favor of Mr Rumney for,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,By Ditto in favr of the Honble Geo. Wm Fairfax—dated 15 July 1786 for,,155.14.9,,,,,,,27 February 1786,"Welch, Wakelin",155,14,9,,,By my Bill in favor of the Honorable George William Fairfax - dated 15 July 1786 for,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,By Ditto in favr of Henry Hill Esqr. dated 4 Augt 1786. for,,43.12.4,,,,,,,27 February 1786,"Welch, Wakelin",43,12,4,,,By my Bill in favor of Henry Hill Esquire dated 4 August 1786 for,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,By Ditto in favr of William Hartshorn Esqr. of the same date,,47.12.6,,,,,,,27 February 1786,"Welch, Wakelin",47,12,6,,,By my Bill in favor of William Hartshorne Esquire of the same date,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,1787,March,7,By Commissioners recg £15 & payg 3 Bills £246.19.7,,01.06.2000,,,,,,,7 March 1787,"Welch, Wakelin",1,6,0,,,By Commissioners receiving £15 & paying 3 Bills £246.19.7,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,By Sundry postages of Letters & packages to & from Messrs Peacy & Young,,01.08.2009,,,,,,,7 March 1787,"Welch, Wakelin",1,8,9,,,By Sundry postages of Letters & packages to & from Messieurs Peacy & Young,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,"By Seeds, Ploughs &c. ship'd in the Mary as per Invoice",,37.5.9,,,,,,,7 March 1787,"Welch, Wakelin",37,5,9,,,"By Seeds, Ploughs et cetera shipped in the Mary as per Invoice",,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,Septr,18,By my Bill in favor of Robt Morris Esqr.,,100.0.0,,,,,,,18 September 1787,"Welch, Wakelin",100,0,0,,,By my Bill in favor of Robert Morris Esquire,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,1788,March,27,By ditto in favor of William Hartshorne Esqr.,,67.0.0,,,,,,,27 March 1788,"Welch, Wakelin",67,0,0,,,By my Bill in favor of William Hartshorne Esquire,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,[Total],,589.14.7,,,,,,,,"Welch, Wakelin",589,14,7,,,[Total],,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,N.B. There is an error in this Acct owing to the dividends not having been regularly entered previously to the Sale of the Stock—There is therefore a New Acct opened in which the Charge is taken from Mr Welch's acct renderd in,302,,,,,,,,,"Welch, Wakelin",,,,,,Nota Bene. There is an error in this Account owing to the dividends not having been regularly entered previously to the Sale of the Stock—There is therefore a New Account opened in which the Charge is taken from Mr Welch's account rendered in,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,,,,,,,,,,,,,"Walker, Richard Burnet",,,,,,,,
"Ledger B, 1772 - 1793: pg.234",Credit,Right,,Augt,10th,By one years service as House Steward & Butler @ £30 pr Annm,,,£,30,0,0,,,10.Aug,"Walker, Richard Burnet",30,0,0,,,By one year's service as House Steward & Butler at £30 per Annum,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,1786,,,Amot brot from Fol.,231,,,1529,12,8,,,1786,Cash,1529,12,8,,,Amount brought from Folio,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,Septr,16,To Ferriages to this Date,,,,1,4,3,,,16 September 1786,Cash,1,4,3,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,23,To Ditto—to Ditto,,,,1,,,,,23 September 1786,Cash,1,,,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,30,To Ditto to Ditto,,,,2,5,,,,30 September 1786,Cash,2,5,,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,Octr,6,"To G. & L. Washington recd of Mr Robt Carter Oversr, on their Acct, by the hands of Colo. Jno. Washington",,,,60,,,,,6 October 1786,Cash,60,,,,,"To George [Steptoe] & Lawrence Washington received of Mr Robert Carter Overseer on their Account, by the hands of Colonel John Washington",,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,7,To Ferriages to this Date,,,,2,9,,,,7 October 1786,Cash,2,9,,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,14,To Ditto to this Date,,,,4,16,9,,,14 October 1786,Cash,4,16,9,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,16,To The Estate of Jno. Mercer Esqr. recd of Colo. Jno. Mercer on Act of Bonds,,,,200,,,,,16 October 1786,Cash,200,,,,,To The Estate of John Mercer Esquire received of Colonel John Mercer on Account of Bonds,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,21,To Ferriages to this Date,,,,3,7,6,,,21 October 1786,Cash,3,7,6,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,28,To Ferriages to this Date,,,,1,10,8,,,28 October 1786,Cash,1,10,8,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,Novr,4,To Ferriages to this Date,,,,2,1,6,,,4 November 1786,Cash,2,1,6,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,11,To Ferriages to this Date,,,,1,10,,,,11 November 1786,Cash,1,10,,,,To Ferriages to this Date,,
"Ledger B, 1772 - 1793: pg.235",Debit,Left,,,,Carried forwd to Folio,238,,,1809,17,4,,,,Cash,1809,17,4,,,Carried forward to Folio,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,1786,,,Amt brot from Fol.,231,,,1585,7,½,,,1786,Cash,1585,7,"0,5",,,Amount brought from Folio,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,Septr,12,By Mr Lear pd him,,,,1,8,,,,12 September 1786,Cash,1,8,,,,By Mr Lear paid him,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,18,By Sundry trifles,,,,,6,,,,18 September 1786,Cash,,6,,,,By Sundry trifles,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Mrs Washington to purchace books,,,,,,,,,18 September 1786,Cash,,,,,,By Mrs Washington to purchase books,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,23,By Freight of China &c. from Norfolk,,,,,6,,,,23 September 1786,Cash,,6,,,,By Freight of China et cetera from Norfolk,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,26,By Charity 13/4. By Servants 3/4,,,,,16,8,,,26 September 1786,Cash,,16,8,,,By Charity 13 shillings 4 pence.  By Servants 3 shillings 4 pence,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,28,By Willm Bushby paid him for painting as pr Acct,,,,6,7,6,,,28 September 1786,Cash,6,7,6,,,By William Bushby paid him for painting as per Account,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,29,By Charity 3/ By a Portmanteau Girth 2/6,,,,,5,6,,,29 September 1786,Cash,,5,6,,,By Charity 3 shillings By a Portmanteau Girth 2 shillings 6 pence,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,30,By James Lawson pd him on Acct of Ditching,,,,3,12,,,,30 September 1786,Cash,3,12,,,,By James Lawson paid him on Account of Ditching,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,Octr,4,By Expens. to the G. Falls to meet the Directrs of the Potomack Compy,,,,,14,,,,4 October 1786,Cash,,14,,,,By Expenses to the Great Falls to meet the Directors of the Potomac Company,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,6,By Thos Green pd him on Acct of wages,,,,8,,,,,6 October 1786,Cash,8,,,,,By Thomas Green paid him on Account of wages,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Mr Jas Rumsey pd him on Acct,,,,6,8,,,,6 October 1786,Cash,6,8,,,,By Mr James Rumsey paid him on Account,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,7,By Lawce McGinnes pd him on Do—13 Dolls.,,,,3,18,,,,7 October 1786,Cash,3,18,,,,By Lawrence McGinnis paid him on Account—13 Dollars,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Colo. Jno. Washington pd him 1/2 a fee to Mr Marshall,,,,1,4,,,,7 October 1786,Cash,1,4,,,,By Colonel John Washington paid him 1/2 a fee to Mr Marshall,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Sundries omitted—abt 1 Guinea,,,,1,8,,,,7 October 1786,Cash,1,8,,,,By Sundries omitted—about 1 Guinea,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Sundries perchased at Alxanda as pr Memodm book,,,,19,1,3 1/4,,,7 October 1786,Cash,19,1,"3,25",,,By Sundries purchased at Alexandria as per Memorandum book,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By T. Lear pd him,,,,1,4,2 3/4,,,7 October 1786,Cash,1,4,"2,75",,,By Tobias Lear paid him,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,8,By Charity 6/8—9th—By Servants Exps. in Alexandria—6/,,,,,12,8,,,8 October 1786,Cash,,12,8,,,By Charity 6 shillings 8 pence — 9th - By Servants Expenses in Alexandria 6 shillings,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,10,By Geo.  Lawe Washington,,,,,6,,,,10 October 1786,Cash,,6,,,,By George [Steptoe] & Lawrence Washington,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Stablage for Horses 4/. By a beggar 1/3,,,,,5,3,,,10 October 1786,Cash,,5,3,,,By Stablage for Horses 4 shillings. By a beggar 1 shilling 3 pence,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,16,By Thos Mahony pd him on Acct,,,,,6,,,,16 October 1786,Cash,,6,,,,By Thomas Mahony paid him on Account,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Colo. Jno. Mercer lent him 15 Guins. to be retd in 10 days,,,,21,,,,,16 October 1786,Cash,21,,,,,By Colonel John Mercer lent him 15 Guineas to be returned in 10 days,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,17,By Josh Davenport pd him on Acct,,,,9,12,,,,17 October 1786,Cash,9,12,,,,By Joseph Davenport paid him on Account,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,21,By Richd Burnt Walker pd him on Do,,,,3,,,,,21 October 1786,Cash,3,,,,,By Richard Burnet Walker paid him on Account,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,23,By Mrs Washington 6 Guineas,,,,8,8,,,,23 October 1786,Cash,8,8,,,,By Mrs Washington 6 Guineas,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,31,By expences to Maryland,,,,,12,6,,,31 October 1786,Cash,,12,6,,,By expenses to Maryland,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By—Hagan pd him in full for brickmaking,,,,8,9,6,,,31 October 1786,Cash,8,9,6,,,By — Hagan paid him in full for brick-making,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,Novr,3,By Charity,,,,,12,,,,3 November 1786,Cash,,12,,,,By Charity,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,4,By Thos Mahony pd him on Acct of wages,,,,7,10,,,,4 November 1786,Cash,7,10,,,,By Thomas Mahony paid him on Account of wages,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By the Revd Mr Massey pd him by the hds of Mr Lawce Washington for my Subsctn,,,,8,,,,,4 November 1786,Cash,8,,,,,By the Reverend Mr Massey paid him by the hands of Mr Lawrence Washington for my Subscription,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,10,By Mr Lear pd him 5 half Joes,,,,12,,,,,10 November 1786,Cash,12,,,,,By Mr Lear paid him 5 half Joes,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,11,By Cornelius McDormot Roe pd him on Acct,,,,6,,,,,11 November 1786,Cash,6,,,,,By Cornelius McDormot [McDermott] Roe paid him on Account,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Geo. & Lawe Washington pd on their Accts,,,,19,1,6,,,11 November 1786,Cash,19,1,6,,,By George & Lawrence Washington paid on their Accounts,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Sundries purchased in Alexandria,,,,,16,,,,11 November 1786,Cash,,16,,,,By Sundries purchased in Alexandria,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,By Sundries purchased by Majr G. A. Washington amt to,,,,85,12,3 1/2,,,11 November 1786,Cash,85,12,"3,5",,,By Sundries purchased by Major George Augustine Washington amount to,,
"Ledger B, 1772 - 1793: pg.235",Credit,Right,,,,Carried forwd to Folio,238,,£,1832,9,11,,,,Cash,1832,9,11,,,Carried forward to Folio,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,1786,Octr,7,To Cash paid you on Acct 13 Dols.,,,£,3,18,,,,7 October 1786,,3,18,,,,To Cash paid you on Account 13 Dollars,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,Decr,20,To Do pd you for balce of Acct,,,,4,19,4,,,20 December 1786,,4,19,4,,,To Cash paid you for balance of Account,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,,,"To Sundrs. from the Mill, as pr Mill Book",,,,2,5,,,,20 December 1786,,2,5,,,,"To Sundries from the Mill, as per Mill Book",,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,1787,Jany,20,To Cash pd you in full for weaving,,,,1,15,0,,,20 January 1787,,1,15,0,,,To Cash paid you in full for weaving,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,July,28,To Cash pd you as per rect,,,,2,19,10 3/4,,,28 July 1787,,2,19,"10,75",,,To Cash paid you as per receipt,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,Octr,23,To 100  Midlings recd from the Mill,,,,0,15,0,,,23 October 1787,,0,15,0,,,To 100  Middlings received from the Mill,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,Novr,2,To Cash pd you in full,,,,4,11,3,,,2 November 1787,,4,11,3,,,To Cash paid you in full,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,Decr,20,To ditto pd you in full,157,,,2,1,10,,,20 December 1787,,2,1,10,,,To Cash paid you in full,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,1788,Feby,15,To ditto pd you 63/4—March 11th By Cash pd you in full  41/3,264,,,5,4,7,,,15 February 1788,,5,4,7,,,To Cash paid you 63 shillings 4 pence - March 11th By Cash paid you in full 41 shillings 3 pence,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,,,[Total],,,£,28,9,11 3/4,,,,,28,9,"11,75",,,[Total],,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,1786,Octr,16,To Cash pd you on Acct one dollar,,,,,6,,,,16 October 1786,,,6,,,,To Cash paid you on Account one dollar,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,Novr,4,To Do pd you on Acct of wages,,,,7,10,,,,4 November 1786,,7,10,,,,To Cash paid you on Account of wages,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,1787,Feby,2,To Do pd you on Acct of wages,,,,7,10,,,,2 February 1787,,7,10,,,,To Cash paid you on Account of wages,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,July,7,To do pd you on acct of wages,,,,0,18,0,,,7 July 1787,,0,18,0,,,To Cash paid you on account of wages,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,Augt,1,To do pd you in full on acct of ditto as pr Rect,248,,,13,16,0,,,1 August 1787,,13,16,0,,,To Cash paid you in full on account of wages as per Receipt,,
"Ledger B, 1772 - 1793: pg.236",Debit,Left,,,,[Total],,,£,30,0,0,,,,,30,0,0,,,[Total],,
