BK_SOURCE,BK_DEBIT_CREDIT,Folio Side,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_BETWEEN,BK_MONEY,BK_MONEY,BK_MONEY,$ data,¢ data,BK_ENTRY,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Left,,,,,,,,,,,,,2 March 1766,"Haims, Robert",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Left,1766,Mar.,2,To Cash,,,£,1,3,0,,,2 March 1766,"Haims, Robert",1,3,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Left,,Apl,26,To Ditto,,,,2,0,0,,,26 April 1766,"Haims, Robert",2,,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Left,,Septr,18,To Ditto,,,,,15,,,,18 September 1766,"Haims, Robert",,15,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Left,,,,To 1 pair of Shoes of Jno. Prescot,,,,,8,,,,18 September 1766,"Haims, Robert",,8,,,,To 1 pair of Shoes of John Prescot,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Left,,Decr,25th,To Cash,,,,,15,,,,25 December 1766,"Haims, Robert",,15,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Left,,,,[Total],,,£,4,18,,,,,"Haims, Robert",4,18,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,,,,By Master & Custis Schooling—& carrd to their Acct,,£36.[0].[0],,,,,,,1 March 1765,,36,,,,,By Master & Custis Schooling & carried to their Account  £36,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,,,,[Total],,£36.[0].[0],,,,,,,12 December 1768,,36,,,,,[Total] £36,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,1765,Decr,12,By Jno. Askews Order,,,,5,8,0,,,12 December 1765,,5,8,0,,,By John Askew's Order,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,,July,8,By Captn Scott for a Crate of Earthan ware,,,,,17,6,,,8 July 1765,,,17,6,,,By Captain Scott for a Crate of Earthen ware,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,1766,Octr,,By An Anchor bot at Norfolk Wt 3: qrs 6 lb. @ 60/,,,,2,8,2 1/2,,,October 1766,,2,8,"2,5",,,By An Anchor bought at Norfolk Weight 3 quarters 6 pounds at 60 shillings,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,1768,Jany,,By Colo.  Martin copying some Records,,,,,11,10 1/2,,,January 1768,,,11,"10,5",,,By Colonel Martin copying some Records,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Right,,,,By Balle recd,,,,,6,10,,,January 1768,,,6,10,,,By Balance received,,,,,
"Ledger A, 1750 - 1772: pg.125",Debit,Right,,,,[Total],,,£,9,11,7 1/2,,,,,9,11,"7,5",,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,,,,,,,,,,,,,,"Haims, Robert",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,1766,Apl,26,By 3 Months Wages due this day @ 20/,,,£,3,0,0,,,26 April 1766,"Haims, Robert",3,0,0,,,By 3 Months Wages due this day @ 20/,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,,Septr,18,By Combing 4 lbs. of Wool,,,,,6,,,,18 September 1766,"Haims, Robert",,6,,,,By Combing 4 pounds of Wool,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,,,,By Spinning 3 lbs. worsted @ 3/,,,,,9,,,,18 September 1766,"Haims, Robert",,9,,,,By Spinning 3 pounds worsted @ 3/,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,1770,Jany,,By Sundry Jobs &ca to Balle ye [the] Acct,,,,1,3,,,,18 January 1770,"Haims, Robert",1,3,,,,By Sundry Jobs &ca to Balance ye [the] Account,,,,,
"Ledger A, 1750 - 1772: pg.125",Credit,Right,,,,[Total],,,£,4,18,0,,,,"Haims, Robert",4,18,0,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,,,,,,,,,,,"Dandridge, Bartholomew",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,1758,,,To Goods from Hanbury & Co. pr ye [the] Supply,,,£,Sterlg 17,18,2,,,1758,,17,18,2,,,To Goods from Hanbury & Company per ye [the] Supply,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,1759,,,To Ditto from Ditto & Ditto pr ye [the] Dispatch,,,,18,12,1,,,1759,,18,12,1,,,To Goods from Hanbury & Co. per ye [the] Dispatch,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,Note this Acct is enterd Folio 110,,,,,,,,,1759,,,,,,,Note this Account is entered Folio 110,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,1760,Octr,9th,To your Bill on Concannon and Jordan Londn returnd protested,,,,Sterlg 102,,,,,9 October 1760,,102,,,,,To your Bill on Concannon and Jordan London returned protested,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,To Charges of the protest,,,,,5,9,,,9 October 1760,,,5,9,,,To Charges of the protest,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,1760,Octr,9th,To your Bill on Messrs Farrel & Jones—of Bristol returnd under protest,,,,56,,,,,9 October 1760,,56,,,,,To your Bill on Messieurs Farrel & Jones of Bristol returned under protest,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,To the charges of protesting the same,,,,,8,6,,,9 October 1760,,,8,6,,,To the charges of protesting the same,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,[Total],,,£,158,13,3,,,,,158,13,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,1762,April,10th,To 50 pr Ct Excha: on ye [the] above Bills & Costs,,,,79,6,7 1/2,,,10 April 1762,,79,6,"7,5",,,To 50 prercent Exchange on ye [the] above Bills & Costs,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,To 18 Months Interest due on Do @ 10 pr Ct,,,,35,12,6 1/2,,,10 April 1762,,35,12,"6,5",,,To 18 Months Interest due on Bills @ 10 prercent,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,[Total],,,£,273,12,5,,,,,273,12,5,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,,,,,,,,,,,,,,"Whiting, Francis",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.126",Debit,Left,1770,June,18,To Weaving 7 1/2 yds of a 1100 Jean's @ 2/6,,,,,18,9,,,18 June 1770,"Whiting, Francis",,18,9,,,To Weaving 7 1/2 yards of a 1100 Jean's @ 2/6,,,,,
"Ledger A, 1750 - 1772: pg.126",Credit,Right,,,,,,,,,,,,,,"Dandridge, Bartholomew",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.126",Credit,Right,,,,By Credit in Hanbury's Acct for Goods in the Supply.—retaken & sold at Bristol for,,,,Sterling 5,8,7,,,6 November 1763,,5,8,7,,,By Credit in Hanbury's Account for Goods in the Supply retaken & sold at Bristol for,,,,,
"Ledger A, 1750 - 1772: pg.126",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.126",Credit,Right,1762,May,12,By Cash Recd of Jno. Robinson Esqr.,,,,273,12,5,,,12 May 1762,,273,12,5,,,By Cash Received of John Robinson Esquire,,,,,
"Ledger A, 1750 - 1772: pg.126",Credit,Right,,,,[Total],,,,273,12,5,,,,,273,12,5,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.126",Credit,Right,,,,,,,,,,,,,,"Whiting, Francis",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.126",Credit,Right,1771,Augt,19,By Cash,,,,,18,9,,,19 August 1771,"Whiting, Francis",,18,9,,,By Cash,,,,,
"Ledger A, 1750 - 1772: pg.127",Debit,Left,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.127",Debit,Left,1762,,,To Rent of your Plantation 1761,,Tobo 1500 lbs.,,,,,,,1762,,,,,,,To Rent of your Plantation 1761 1500 pounds Tobacco,,,,,
"Ledger A, 1750 - 1772: pg.127",Debit,Left,,,,,,,,,,,,,,"Foster, John",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.127",Debit,Left,1761,Septr,,To Cash,,,,11,10,,,,20 September 1761,"Foster, John",11,10,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.127",Debit,Left,,Decr,25,To Ditto,,,,8,11,,,,25 December 1761,"Foster, John",8,11,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.127",Debit,Left,,,,[Total],,,£,20,1,,,,,"Foster, John",20,1,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,762,Apl,,By 1 Crop Hhd Hg Ck Inspn Marks Nos. &ca pr Tobo Book nett wt,,1132 [pounds tobacco],,,,,,,April 1762,,,,,,,By 1 Crop Hogshead Hunting Creek Inspection Marks Numbers et cetera per Tobacco Book net weight 1132,,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,,July,20,By Mr Muier pd the Sheriff,,368 [pounds tobacco],,,,,,,20 July 1762,,,,,,,By Mr Muier paid the Sheriff 368 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,,,,[Total],,1500 [pounds tobacco],,,,,,,,,,,,,,[Total] 1500 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,,,,,,,,,,,,,,"Foster, John",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,,,,By your Share of Tobo made in 1760—viz. 1136 lbs. @ 20/,,,,11,7,2,,,1761,"Foster, John",11,7,2,,,By your Share of Tobacco made in 1760 viz. 1136 pounds @ 20/,,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,,,,By your Share of Corn mad[e] in 1761—viz. 19 Barl.@ 9/,,,,8,11,,,,1762,"Foster, John",8,11,,,,By your Share of Corn made in 1761 viz. 19 Barrel @ 9/,,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,,,,By Balle chargd pr Contra,,,,,2,10,,,1761,"Foster, John",,2,10,,,By Balance charged per Contra,,,,,
"Ledger A, 1750 - 1772: pg.127",Credit,Right,,,,[Total],,,£,20,1,,,,,"Foster, John",20,1,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,,,,,,,,,,,"Crook, John",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1762,May,,To Balle brot from folio 71,,455 lbs. Tobo,,,,,,,May 1762,"Crook, John",,,,,,To Balance brought from folio 71 455 pounds Tobacco,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1763,,,To Rent for the year 1762,,950 [pounds tobacco],,,,,,,May 1763,"Crook, John",,,,,,To Rent for the year 1762 950 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1764,,,Ditto for the year 1763,,950 [pounds tobacco],,,,,,,May 1764,"Crook, John",,,,,,Rent for the year 1763 950 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1765,Jany,,Ditto for the year 1764,,950 [pounds tobacco],,,,,,,January 1765,"Crook, John",,,,,,Rent for the year 1764 950 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,To Balle brot from Smiths Book,,,,1,9,1 1/2,,,January 1765,"Crook, John",1,9,"1,5",,,To Balance brought from Smiths book,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,[Total],,3305 [pounds tobacco] &,£,1,9,1 1/2,,,,"Crook, John",1,9,"1,5",,,[Total] 3305 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1765,Jany,,To Balle pr Contra,,1240 [pounds tobacco] &,,1,9,1 1/2,,,January 1765,"Crook, John",1,9,"1,5",,,To Balance per Contra 1240 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1766,,,To Rent for the year 1765,,950 [pounds tobacco],,,,,,,January 1766,"Crook, John",,,,,,To Rent for the year 1765 950 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,To Smiths Acct in Ditto,,,,,6,,,,January 1766,"Crook, John",,6,,,,To Smiths Account in 1765,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1767-,,,To Rent for the year 1766,,950 [pounds tobacco],,,,,,,January 1767,"Crook, John",,,,,,To Rent for the year 1766 950 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,To Smiths Acct in Ditto,,,,,5,6,,,January 1767,"Crook, John",0,5,6,,,To Smiths Account in 1766,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,[Total],,3140 [pounds tobacco] &,£,2,0,7 1/2,,,,"Crook, John",2,0,"7,5",,,[Total] 3140 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,,,,,,,,,,,"Grayson, Benjamin",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1762,Feby,11th,To 185 Bushels of Wheat @ 4/6,,,£,41,12,6,,,11 February 1762,"Grayson, Benjamin",41,12,6,,,To 185 Bushels of Wheat @ 4/6,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,[Total],,,£,41,12,6,,,,"Grayson, Benjamin",41,12,6,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1765,Jany,,To Balle pr Contra,,,,12,4,6,,,January 1765,"Grayson, Benjamin",12,4,6,,,To Balance per Contra,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.128",Debit,Left,1762,Feby,,To 1 falled hog left at yr House by my People in drivg down Porke from Fredk,,,,2,,,,,February 1762,,,,,,,To 1 falled hog left at your House by my People in driving down Porke from Frederick,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,,,,,,,,,,,"Crook, John",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,1763,June.,8,By 1 Crop Hhd Hg Creek Wareho. IC No. 2 Tare 112,,Nett 1102 [pounds tobacco],,,,,,,8 June 1763,"Crook, John",,,,,,By 1 Crop Hogshead Hunting Creek Warehouse IC No.2 Tare 112 Nett 1102 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,Feby—,,By 1 Ditto Do Do Warehouses IC—N. 1- [Tare] 114,,1063 [pounds tobacco],,,,,,,February 1763,"Crook, John",,,,,,By 1 Crop Hogshead Hunting Creek Warehouses IC N 1 [Tare] 114  1063 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By Balle charg'd pr Contra,,1240 [pounds tobacco] &,,1,9,1 1/2,,,February 1763,"Crook, John",1,9,"1,5",,,By Balance charged per Contra 1240 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,[Total],,3305 [pounds tobacco] &,£,1,9,1 1/2,,,,"Crook, John",1,9,"1,5",,,[Total] 3305 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,1765,June,13,By 1 Crop Hhd Hg Ck Warehouse IC No. 3,,1092 [pounds tobacco],,,,,,,13 June 1765,"Crook, John",,,,,,By 1 Crop Hogshead Hunting Creek Warehouse IC No 3 1092 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By 1 Do Do Do IC 2,,1165 [pounds tobacco],,,,,,,13 June 1765,"Crook, John",,,,,,By 1 Crop Hogshead Hunting Creek Warehouse IC 2 1165 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,1767,Jany,1,By Balle carrd to new Acct folio 244,,883 [pounds tobacco],,2,0,7 1/2,,,1 January 1767,"Crook, John",2,0,"7,5",,,By Balance carried to new Account folio 244 883 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,[Total],,3140 [pounds tobacco] &,£,2,0,7 1/2,,,,"Crook, John",2,0,"7,5",,,[Total] 3140 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,,,,,,,,,,,"Grayson, Benjamin",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,1762,May,1,By 1 Sett Tea China cost Sterlg 64/.,,,,,,,,,1 May 1762,"Grayson, Benjamin",,,,,,By 1 Sett Tea China cost Sterling 64/,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By Balle due J. Mitchell,,,£,19,3,,,,1 May 1762,"Grayson, Benjamin",19,3,,,,By Balance due Jeremiah Mitchell,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By a Tea Table and Appurts from Belvoir,,,,7,15,,,,1 May 1762,"Grayson, Benjamin",7,15,,,,By a Tea Table and Apports from Belvoir,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By 1 Tea Board from Ditto,,,,2,10,,,,1 May 1762,"Grayson, Benjamin",2,10,,,,By 1 Tea Board from Belvoir,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By Balle chargd pr Contra,,,,12,4,6,,,1 May 1762,"Grayson, Benjamin",12,4,6,,,By Balance charged per Contra,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,[Total],,,£,41,12,6,,,,"Grayson, Benjamin",41,12,6,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By ye [the] above sett of China cost Sterg 64/,,,,,,,,,1 May 1762,"Grayson, Benjamin",,,,,,By ye [the] above sett of China cost Sterling 64/,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By a Balle due yr father's Estate,,,,,,,,,1 May 1762,"Grayson, Benjamin",,,,,,By a Balance due your father's Estate,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.128",Credit,Right,,,,By Timothy Seed to the Contra Amt,,,£,2,0,0,,,1 May 1762,,2,0,0,,,By Timothy Seed to the Contra Amount,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,,,,,,,,,,,"Williams, Edward",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,Octr,14,To 2 Bushels and half of Salt @ 5/,,,,,12,6,,,14 October 1762,"Williams, Edward",,12,6,,,To 2 Bushels and half of Salt @ 5/,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Rent for the year 1762,,730 lbs. Tob:,,,,,,,14 October 1762,"Williams, Edward",,,,,,To Rent for the year 1762 730 pounds Tobacco,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,1763,May,16,To Cash,,,,2,0,0,,,16 May 1763,"Williams, Edward",2,0,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Balle of Tobo to be allowed for in Cash,,375 [pounds tobacco],,,,,,,16 May 1763,"Williams, Edward",,,,,,To Balance of Tobacco to be allowed for in Cash 375 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,1105 [pounds tobacco],,,,,,,16 May 1763,"Williams, Edward",,,,,,[Total] 1105 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,June,10,To 2 Barrels of Corn @ 12/6,,,,1,5,,,,10 June 1764,"Williams, Edward",1,5,,,,To 2 Barrels of Corn @ 12/6,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,1764,,,To Rent in the year 1763,,730 [pounds tobacco],,,,,,,10 June 1764,"Williams, Edward",,,,,,To Rent in the year 1763 730 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Balle of Tobo allowd for in Cash pr Contra,,390 [pounds tobacco],,,,,,,10 June 1764,"Williams, Edward",,,,,,To Balance of Tobacco allowed for in Cash per Contra 390 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,1120 lbs. Tobo,,,,,,,,"Williams, Edward",,,,,,[Total] 1120 lpounds Tobacco,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,Octor,9,To Cash,,,,2,,,,,9 October 1764,"Williams, Edward",2,,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,1765,,,To Rent due for the year 1764,,730 [pounds tobacco],,,,,,,9 October 1765,"Williams, Edward",,,,,,To Rent due for the year 1764 730 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,1850 [pounds tobacco] &,£,5,17,6,,,,"Williams, Edward",5,17,6,,,[Total] 1850 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,Jany,,To the Contra Balle,,730 lbs. Tobo &,,,,4,,,January 1765,"Williams, Edward",,,4,,,To the Contra Balle 730 pounds Tobacco &,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,Feby,26,To Cash,,,,1,10,,,,26 February 1765,"Williams, Edward",1,10,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Tobo allowed for in Cash,,302 [pounds tobacco],,,,,,,26 February 1765,"Williams, Edward",,,,,,To Tobacco allowed for in Cash 302,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,Septr,9,To Cash,,,,1,0,0,,,9 September 1765,"Williams, Edward",1,0,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,1032 [pounds tobacco],,2,10,4,,,,"Williams, Edward",2,10,4,,,[Total] 1032 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,1762,June,15,To the Sheriff for your Levies,,84 lbs. Tobo,,,,,,,15 June 1762,,,,,,,To the Sheriff for your Levies 84 pounds Tobacco,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Ditto for Saml King yr order,,86 [pounds tobacco],,,,,,,15 June 1762,,,,,,,To Sheriff for Samuel King your order 86 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Smiths Acct,,,,,2,6,,,15 June 1762,,,2,6,,,To Smiths Account,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Balle of Tobo to be allowed for in Cash,,85 [pounds tobacco],,,,,,,15 June 1762,,,,,,,To Balance of Tobacco to be allowed for in Cash 85 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,255 lbs. Tob. &,,,2,6,,,,,,2,6,,,[Total] 255 pounds Tobacco &,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,1763,Jany,,To Rent due for the year 1762,,730 [pounds tobacco],,,,,,,January 1763,,,,,,,To Rent due for the year 1762 730 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,May,14,To my Order on Saml Johnson for 4 Bls Corn @ 12/6,,,,2,10,,,,14 May 1763,,2,10,,,,To my Order on Samuel Johnson for 4 Barrels Corn @ 12/6,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Balle of Tobo to be allowed for in Cash,,353 [pounds tobacco],,,,,,,14 May 1763,,,,,,,To Balance of Tobacco to be allowed for in Cash 353 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,1083 [pounds tobacco],,,,,,,14 May 1763,,,,,,,[Total] 1083 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,Novr,26,To Smiths Acct to the date,,,,,5,,,,26 November 1763,,,5,,,,To Smiths Account to the date,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,Ditto,,To Balle,,,,,18,7,,,26 November 1763,,,18,7,,,To Balance,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,1083 lbs. Tobo &,£,3,13,7,,,26 November 1763,,3,13,7,,,[Total] 1083 pounds Tobacco &,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Cash overpaid for want of change,,,,,1,5,,,30 June 1764,,0,1,5,,,To Cash overpaid for want of change,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,1764,,,To Rent due for the year 1763,,730 lbs. Tobo,,,,,,,30 June 1764,,,,,,,To Rent due for the year 1763 730 pounds Tobacco,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,June,30,To pointg a Plow & laying the Wing,,,,,3,,,,30 June 1764,,,3,,,,To pointing a Plow & laying the Wing,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Balle of Tobo allow'd for in Cash,,295 [pounds tobacco],,,,,,,30 June 1764,,,,,,,To Balance of Tobacco allowed for in cash 295 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Balle credited pr Contra,,,,1,16,10,,,30 June 1764,,1,16,10,,,To Balance credited per contra,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,1025 lbs. Tobo &,£,2,1,3,,,,,2,1,3,,,[Total] 1025 pounds Tobacco &,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,1765,,,To Rent for 1764,,730 [pounds tobacco],,,,,,,May 1765,,,,,,,To Rent for 1764 730,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,May.,,To Cash,,,,1,16,3,,,May 1765,,1,16,3,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,To Tobo allowd for in Cash pr Contra,,305 [pounds tobacco],,,,,,,May 1765,,,,,,,To Tobacco allowed for in Cash pr Contra 305 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,1766,Jany,,To Balle credited folio 226,,,,2,11,5,,,January 1766,,2,11,5,,,To Balance credited folio 226,,,,,
"Ledger A, 1750 - 1772: pg.129",Debit,Left,,,,[Total],,,£,4,7,8,,,,,4,7,8,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,,,,,,,,,,,"Williams, Edward",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,1763,May,16,By 1 Crop Hhd Huntg Ck EW No. 1,,Nett 1075 [pounds tobacco],,,,,,,16 May 1763,"Williams, Edward",,,,,,By 1 Crop Hogshead Hunting Creek EW No 1 Nett 1075 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By allowance for Cask,,30 [pounds tobacco],,,,,,,16 May 1763,"Williams, Edward",,,,,,By allowance for Cask 30 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,[Total],,1105 [pounds tobacco],,,,,,,,"Williams, Edward",,,,,,[Total] 1105 [pounds tobacco],,,,,
